0.0128072,0.00313539,0.000146216,0.00028974,0.000152442,0.0118019,0.0028073,0.000141282,0.000230857,0.00015466
0.0128939,0.00348041,0.000143549,0.00026466,0.000148816,0.0118153,0.00306427,0.000137621,0.000222985,0.000150247
0.0122955,0.00282745,0.000140004,0.000307843,0.000166959,0.0125543,0.00371133,0.000208626,0.000307885,0.000241184
0.0123667,0.00313779,0.000143348,0.000248875,0,0.0126841,0.00386302,0.000203702,0.000279176,0
0.0253351,0.00307879,0.000147079,0.000277488,0.000151912,0.022731,0.00262539,0.00013089,0.000218872,0.000142052
0.0257026,0.00350579,0.000146189,0.000265136,0.000152973,0.022775,0.00287378,0.000122164,0.000212933,0.000136454
0.0241585,0.00272962,0.000133905,0.000301796,0.000160725,0.0241014,0.00366195,0.000206572,0.000302738,0.000234968
0.0246336,0.00308333,0.000136767,0.000248651,0,0.0243254,0.00387454,0.000205496,0.000278821,0
0.0412717,0.00313222,0.000152646,0.000275218,0.000159995,0.0371211,0.00269813,0.00013514,0.000220809,0.000150392
0.0409014,0.00359447,0.000152404,0.000270413,0.000159927,0.0377649,0.00316365,0.000139988,0.000231716,0.000153899
0.0394496,0.00262246,0.000134013,0.000272641,0.000160407,0.0392798,0.00371401,0.000210783,0.000306714,0.000235354
0.0397972,0.00304135,0.000133302,0.000246867,0,0.0385231,0.0038266,0.000203281,0.000275043,0
0.167345,0.00309515,0.000150642,0.000272893,0.000158392,0.153045,0.00251533,0.000121811,0.000214343,0.000136614
0.163626,0.00344905,0.000148851,0.000258125,0.000155602,0.15308,0.00302413,0.000135967,0.000219712,0.000150815
0.163805,0.00273212,0.000138637,0.000285173,0.000165318,0.153456,0.00370465,0.000208838,0.000305743,0.000240713
0.16724,0.00316293,0.000139051,0.000256315,0,0.155082,0.00390825,0.000207952,0.000280579,0
0.050225,0.0121565,0.000146483,0.000271982,0.000152302,0.0466418,0.0114024,0.00014566,0.000232575,0.000156938
0.0582342,0.015752,0.000154736,0.000304176,0.000162814,0.0471853,0.0119855,0.000129382,0.000221177,0.000143169
0.0524683,0.0140527,0.000146193,0.000502887,0.000174558,0.0552279,0.0185818,0.000267001,0.000364332,0.000307811
0.0503231,0.0129535,0.0001427,0.000262096,0,0.0535494,0.0184957,0.000256258,0.000321731,0
0.101075,0.0126532,0.000146354,0.000292266,0.000153758,0.092385,0.0108643,0.000135893,0.000225185,0.000147769
0.0980523,0.0132725,0.000139673,0.000251292,0.000144694,0.092351,0.0115654,0.000126782,0.000213311,0.000137827
0.0980205,0.0121343,0.000140624,0.000371034,0.000169422,0.0999051,0.0181872,0.000261671,0.000355784,0.000298414
0.0971451,0.0122708,0.000138189,0.000245275,0,0.100259,0.0186612,0.000258152,0.000325009,0
0.160543,0.0122192,0.000143534,0.000279913,0.000151265,0.148943,0.0107958,0.000136625,0.000222799,0.000147843
0.162803,0.0138915,0.000153771,0.000258572,0.000156465,0.149952,0.012029,0.000137282,0.000218402,0.000147788
0.157615,0.010926,0.000133513,0.000307402,0.000162014,0.158443,0.0182229,0.000263004,0.000354943,0.000298571
0.162043,0.0124561,0.000137575,0.000251678,0,0.158548,0.0185934,0.000257797,0.000323247,0
0.63808,0.0120437,0.000147757,0.00026332,0.000154164,0.610782,0.0109637,0.000137585,0.000225381,0.000151458
0.656011,0.0141587,0.00015005,0.000266241,0.000157306,0.605484,0.0122695,0.000134511,0.000225395,0.000147828
0.644891,0.0109778,0.000140737,0.000282347,0.00016802,0.619831,0.0183834,0.000265064,0.000358059,0.000302542
0.64823,0.0139762,0.000139705,0.00029705,0,0.615843,0.01855,0.000257185,0.000322502,0
0.101415,0.0242745,0.000146295,0.000269813,0.000152823,0.0929739,0.0219674,0.000137447,0.000226871,0.000150551
0.104215,0.0281045,0.000150561,0.000263486,0.000156656,0.0952297,0.0249152,0.00014097,0.000225975,0.000154265
0.107698,0.0324375,0.000160876,0.000608718,0.00019031,0.11004,0.0401946,0.000289221,0.000390583,0.000334406
